80;100;200;300
0.153333;0.1649998;0.199999768;0.20999975
0.15;0.165;0.2;0.2
0.15;0.165;0.192;0.21
;0.175;0.196;0.21
;0.169;0.202;
;0.172;0.195;
;0.165;0.201;
;0.164;0.192;
;;0.191;
