20;40;80;100;200;300
2.0406;1.523555;1.35521339;1.3331;1.335234;1.37394
2.1;1.7;1.5;1.056;0.829;1.2
2.22;1.48;1.4;1.058;1.4;0.722
2.87;6.65;;1.364;1.31;1.4
2.045;1.522;;1.35;1.19;
2;1.498;;1.4473;1.31;
2.03;1.52;;1.33;1.33;
2.19;1.62;;1.33;1.172;
2.13;1.6;;1.38;1.29;
2.17;1.63;;1.42;1.45;
2.02;1.52;;1.34;1.26;
2.03;1.55;;1.42;1.36;
2.02;1.52;;1.34;1.4087;
2.2;1.62;;1.3833;;
;;;1.3898;;
