160;155;154;153;152;151;150;100;90;80;75;74;73;72;71;70;60;50;45;40;35;30;25;24;23;22;21;20;19;18;17;16;15;14;13;12;11;10;9
0.2014987;0.201749;0.199999907;0.19999986;0.1999998;0.199999979;0.20225707;0.202926666;0.2031498;0.2034288;0.19923211;0.19930393;0.199377739;0.19945;0.19953168;0.203787;0.2042658;0.19786869;0.198299;0.198838;0.19953111;0.204546771;0.2001465;0.200916286;0.2009162;0.2028;0.20091606;0.2036871;0.20091588;0.200915778;0.20091566;0.2009155;0.20784;0.200915;0.200915;0.207842899;0.20406;0.2078423;0.2009138
