160;155;154;153;152;151;150;100;90;80;75;74;73;72;71;70;60;50;45;40;35;30;25;24;23;22;21;20;19;18;17;16;15;14;13;12;11;10;9
0.6985;0.69890835;0.7013685;0.6988418;0.6986725;0.69957435;0.699482399;0.6987335;0.700323;0.697895;0.695405;0.691573;0.700335;0.70333648;0.6905535;0.6964;0.687965;0.688677;0.69350195;0.674485;0.6959565;0.672556575;0.70467099;0.70768;0.67239985;0.6703195;0.707306;0.65895105;0.6641685;0.70329483;0.6657414;0.666761;0.7057975;0.79191;0.670705;0.5987505;0.739021868;0.5117975;0.5609025
