160;155;154;153;152;151;150;100;90;80;75;74;73;72;71;70;60;50;45;40;35;30;25;24;23;22;21;20;19;18;17;16;15;14;13;12;11;10;9
1.3714439;1.37165571;1.37609;1.373805;1.373787;1.37429355;1.373576;1.37239;1.374437;1.373428;1.3762267;1.3694989;1.3782031;1.379414076;1.369746;1.373299;1.36606;1.3687;1.373722;1.3579;1.3772444;1.3601977;1.382308;1.392086;1.362344;1.36034;1.40017;1.35345799;1.3684485;1.4003;1.36764;1.372569;1.4080338;1.516046;1.3877806;1.33739;1.49773479;1.290582;1.3787308
