Strouhal number over Reynolds number. Data from Roshko et al. (1953),
Reynolds number,Strouhal number
144.047834828462,0.186859971445223
147.17882150197,0.178904789059951
147.345716365178,0.174927128153504
147.980600040713,0.176462400553249
149.136176169589,0.182254502815044
150.019938149907,0.177858175617455
151.055467096476,0.186511402390905
151.084746897038,0.18581356714416
151.333625201821,0.179881967546827
151.392184802947,0.178486297053337
151.696206732123,0.1879071077413
154.235741434264,0.194048197340279
154.71007420338,0.182743266343009
155.485500921617,0.180928929558377
156.000337414845,0.185325326469776
158.066027344545,0.186093049811912
158.223650270908,0.199003036733601
158.642351418955,0.189023992705147
159.62273674113,0.1823248091933
160.526506585167,0.194118294577102
161.103318656252,0.180370940216224
162.056864161245,0.19097810568056
162.100783862089,0.189931352810443
164.116698130833,0.191885396072045
165.06487567239,0.185953831331617
165.193706794866,0.182883356245939
165.234698515653,0.181906386900496
167.464355328505,0.17876623286086
168.350557292204,0.190978419392709
168.391549012992,0.190001450047266
168.435468713836,0.188954697177148
169.538829198375,0.179324605628972
170.109297312672,0.182395115571556
170.618277845788,0.186931079532304
170.779316748883,0.183092985675206
172.804014957795,0.184837678362785
173.684848958057,0.180511134689871
176.253663460761,0.185954389042104
176.911970976746,0.186931393244453
178.480392293556,0.182884018527142
180.004893909523,0.179883396679949
180.62220970472,0.181837370227741
181.359572682225,0.180930219263878
183.208592087761,0.186861923431927
183.287647549281,0.184977768265716
183.322783309956,0.184140365969621
185.879885892434,0.189862754420553
186.912974855623,0.181907467464564
187.691329553915,0.180023347155258
188.858617603016,0.185536315318355
189.619404420971,0.184070896157096
191.044354715024,0.183442914148836
191.690950310784,0.184699052449883
191.77293375236,0.182745113758997
191.849061233823,0.180930742117459
192.214570744181,0.188886098787259
194.51742705844,0.184001356630759
194.608194440184,0.18183806736585
196.53626930724,0.185885616367687
199.462297376809,0.182815280709631
201.431363964652,0.185885860366025
203.075912762926,0.180024114007178
204.968851869306,0.184909065305109
205.755990507767,0.18281559442178
207.558162232404,0.189863834984621
210.624733344673,0.183443890142188
210.727212646643,0.181001466778581
211.201057419083,0.186374833035423
211.926708476363,0.185746816170258
212.406409208916,0.190980615377751
213.149628146533,0.189933897364539
213.963118605501,0.187212374759139
214.097805688089,0.184002332624111
216.031736515257,0.1879103145766
216.792523333212,0.186444895415341
218.785013761506,0.188957206874339
219.651207861487,0.184979580824798
220.081132933083,0.191399699951758
222.407413087792,0.185956689597863
222.939817461358,0.189934385361215
223.194551726253,0.183863218714533
224.788836866894,0.195866089529264
226.480233346068,0.188887806775625
226.623704368825,0.185468414066574
227.940319400796,0.187422422471271
228.449299933911,0.191958386432019
229.637083843406,0.196982869922395
229.93280982909,0.189934733930269
231.758405394176,0.196424706295715
232.203458362729,0.18581761054519
232.238594123405,0.184980208249096
233.312186810705,0.192726249201777
235.363236840124,0.193842890167285
235.527203723275,0.189935012785513
237.16540856476,0.200891130730127
237.294239687236,0.197820655644448
237.710012855227,0.187911395140668
238.031602664741,0.196913504680585
240.615057067726,0.202007841409446
241.759409273052,0.191400780515826
242.040007361778,0.201379859401186
244.960179471235,0.198449090792479
245.510151725138,0.202008085407784
245.592135166714,0.200054146716898
246.461257246751,0.196006737142682
248.307348672231,0.202008224835406
248.880744766584,0.205008951253315
249.664955424989,0.20298526389466
251.853620517053,0.200822079200466
252.585127534446,0.200054495285952
255.054390715236,0.207870389477118
255.136374156811,0.205916450786232
258.159025568237,0.200543258813917
258.205873249138,0.199426722419125
260.283275099063,0.199915311662563
261.427139307714,0.205986548023056
262.758394239966,0.20759163880438
262.849161621711,0.205428349539471
262.916505163005,0.203823328471957
265.108586231801,0.184912062998977
266.620887930866,0.198868872504594
267.949214883062,0.200543746810593
267.972638723512,0.199985478613197
269.257045974864,0.202707105789314
274.27511579464,0.199776441751322
274.94513523085,0.200474311854973
276.449140986422,0.197962174680502
276.896633938356,0.203963592659415
277.718908337493,0.201032719479991
279.649911184605,0.205010484957154
279.778742307081,0.201940009871476
287.555945333218,0.199916671081875
287.596937054006,0.198939701736432
290.323862479748,0.200614645756241
292.319280888098,0.203057173690565
304.868603409284,0.203964986935632
312.666302295815,0.201453163473309
318.995131187449,0.200616074889364
326.631791170885,0.201942345284139
328.068453385163,0.201035229177182
329.785713688167,0.210107191955584
342.548778753461,0.205920807899411
344.520773321361,0.208921604031131
346.911469037308,0.201943356134397
355.917447693728,0.203967531489728
361.488417747463,0.204526078542368
362.655705796564,0.210039046705465
376.981336218555,0.201944854981331
382.195092705426,0.21101699204426
385.946323154187,0.204945999682105
397.22002236419,0.202922835177031
399.274000373666,0.203969692617865
406.141089598978,0.206970732747923
423.056030384067,0.203831310703301
425.803451670203,0.205017770050389
427.079074981386,0.207948747800529
429.09498925013,0.209902791062132
437.609555253772,0.206972301308668
441.825846534805,0.206484025777379
446.047993775951,0.205856183196741
447.379248708203,0.207461273978065
450.981152174095,0.20494924137431
458.550468616237,0.207880532836599
460.730349768132,0.205926698716429
463.568538436013,0.204949868798608
472.694564274739,0.204112919642284
476.77909645324,0.206764902721348
477.387628308269,0.208928226843163
478.130847245886,0.207881508829951
481.656623230315,0.207183847867733
492.690228075703,0.210882932385969
494.955020649231,0.206905376050239
498.343181571015,0.209487540747722
513.095809084546,0.207883251675223
527.836724677852,0.206558096701421
532.506364870932,0.211931672099696
535.496808501739,0.207326098898801
542.636199872284,0.20383727123413
546.659244469603,0.207954708331358
556.537273186116,0.205861690587799
562.658215493755,0.209979232255744
562.784118636175,0.20697854069474
569.063171866852,0.207327772030261
582.964245180685,0.209352191383931
584.342347793837,0.209840745770463
590.636040924796,0.209841059482612
591.458315323932,0.206910186303188
597.549977831008,0.211725563217878
604.086693306637,0.205933844382043
617.203555962064,0.209981951094367
618.052182181708,0.206423026192873
629.916845366402,0.206981886957661
645.181381393105,0.209843778321236
662.617014631534,0.210961186138663
677.431129726248,0.207891443047999
701.821691591678,0.20991638525525
722.060377737312,0.210894365450951
738.972390542346,0.207824726931003
755.705796563946,0.2090118834162
756.990203815298,0.211733510592316
764.062251644549,0.209849703995159
775.923986849187,0.210478348284622
805.803535326776,0.215015776235398
805.976286150097,0.210898548279602
808.817402798034,0.209851934837107
818.607592112858,0.209852422833783
842.216871299939,0.213831268875014
845.918326087744,0.208946596432326
850.037994026921,0.210761177215296
863.192920423079,0.213902098106852
869.691572157977,0.209017565091785
874.375852251338,0.214042222866688
885.0351636462,0.209995301289148
910.888739546414,0.21048507566737
911.277672897222,0.217882164139773
911.482631501161,0.212997317412558
921.340164357281,0.21139278434172
935.320293132632,0.211533048529178
935.393492634039,0.209788460412315
940.976174607999,0.210067873366257
950.687308461304,0.211952516529144
956.940009871476,0.212929799586736
961.121165391833,0.213278926351542
975.897216745815,0.211116369081646
978.047818097148,0.209860370208221
991.287655914938,0.210977568884216
996.162254711957,0.211466297555276
1011.5644058013,0.211048363259148
1024.89501100084,0.210002272670234
1035.29666015075,0.212096301264051
1036.7684581257,0.210351782860999
1039.53344729218,0.21111954106004
1061.13559615068,0.212934993265646
1061.2614992931,0.209934301704642
1080.79503024185,0.211051814092786
1104.0036641579,0.207912705760313
1106.61347038139,0.212378990767103
1119.21842452365,0.211960917043354
1129.78404055671,0.210147068255398
1138.14342361737,0.210915105309683
1144.34634936658,0.213078708286741
1184.31766910479,0.21042892119272
1194.95648463926,0.206870484287901
1197.47259550095,0.213569842084276
1200.33420800928,0.212034743969058
1209.51000950896,0.210011474893268
1254.14218550008,0.212944613771545
1266.19423940838,0.209037328957165
1308.72558970913,0.2120401467894
1370.45424124883,0.207507285093235
